Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"T5240B12_1", 22.87, 1,      13748,   -1.7,    1.0412, 2,    13792.3, -122.1,    1.0446, 3,    13819.8,  118.2,    1.0466
"T5240B12_1_REG", 22.87, 1,    13676.9,   -1.9,    1.0358, 2,    13635.7, -122.3,    1.0327, 3,    13662.4,  118.0,    1.0347
"26983094", 22.87, 1,    440.025, -122.7,  0.033325, 2,    13640.8, -122.7,    1.0331, 3,    440.025, -122.7,  0.033325
"26983092", 22.87, 1,    440.042, -122.7,  0.033326, 2,    13640.8, -122.7,    1.0331, 3,    440.042, -122.7,  0.033326
"25719943", 22.87, 1,      13425,   -5.5,    1.0167, 2,    433.146,   -5.4,  0.032804, 3,    433.146,   -5.4,  0.032804
"26976543", 22.87, 1,    13424.9,   -5.5,    1.0167, 2,     433.06,   -5.5,  0.032798, 3,     433.06,   -5.5,  0.032798
"26981034", 22.87, 1,    439.651, -123.9,  0.033297, 2,    13627.9, -123.9,    1.0321, 3,    439.651, -123.9,  0.033297
"103574346", 22.87, 1,    439.605, -123.9,  0.033293, 2,    13627.8, -123.9,    1.0321, 3,    439.605, -123.9,  0.033293
"26977934", 22.87, 1,    439.121, -125.1,  0.033257, 2,    13612.8, -125.1,     1.031, 3,    439.121, -125.1,  0.033257
"26977932", 22.87, 1,    439.201, -125.1,  0.033263, 2,    13612.7, -125.1,    1.0309, 3,    439.201, -125.1,  0.033263
"103344435", 22.87, 1,    442.441,  116.4,  0.033508, 2,    442.441,  116.4,  0.033508, 3,    13713.1,  116.3,    1.0386
"26980926", 22.87, 1,     442.44,  116.4,  0.033508, 2,     442.44,  116.4,  0.033508, 3,    13713.1,  116.3,    1.0386
"26976581", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.418,   -5.5,  0.032749, 3,    432.418,   -5.5,  0.032749
"26976554", 22.87, 1,    13403.6,   -5.5,    1.0151, 2,    432.373,   -5.5,  0.032746, 3,    432.414,   -5.5,  0.032749
"26328210", 22.87, 1,    13667.6,   -3.9,    1.0351, 2,    13737.1, -124.1,    1.0404, 3,    13687.5,  116.4,    1.0366
"26979400", 22.87, 1,    13667.5,   -3.9,    1.0351, 2,      13737, -124.1,    1.0404, 3,    13687.4,  116.4,    1.0366
"103395456", 22.87, 1,    439.633, -125.2,  0.033295, 2,    13628.7, -125.2,    1.0322, 3,    439.633, -125.2,  0.033295
"26977925", 22.87, 1,    439.717, -125.1,  0.033302, 2,    13628.7, -125.2,    1.0322, 3,    439.717, -125.1,  0.033302
"26980998", 22.87, 1,    439.529, -124.0,  0.033288, 2,    13625.5, -124.0,    1.0319, 3,    439.529, -124.0,  0.033288
"26980996", 22.87, 1,    439.614, -123.9,  0.033294, 2,    13625.5, -124.0,    1.0319, 3,    439.614, -123.9,  0.033294
"26983111", 22.87, 1,    441.697,  116.9,  0.033452, 2,    441.697,  116.9,  0.033452, 3,    13692.7,  116.9,     1.037
"26981048", 22.87, 1,    441.778,  116.9,  0.033458, 2,    441.778,  116.9,  0.033458, 3,    13692.6,  116.9,     1.037
"26976553", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.376,   -5.5,  0.032746, 3,    432.376,   -5.5,  0.032746
"26976580", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.418,   -5.5,  0.032749, 3,    432.418,   -5.5,  0.032749
"1713373", 22.87, 1,    440.219, -123.9,   0.03334, 2,    13644.2, -123.9,    1.0333, 3,    440.219, -123.9,   0.03334
"26980995", 22.87, 1,    440.218, -123.9,   0.03334, 2,    13644.2, -123.9,    1.0333, 3,    440.218, -123.9,   0.03334
"26976579", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.376,   -5.5,  0.032746, 3,    432.376,   -5.5,  0.032746
"26976575", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.375,   -5.5,  0.032746, 3,    432.375,   -5.5,  0.032746
"26983108", 22.87, 1,    441.745,  116.9,  0.033455, 2,    441.745,  116.9,  0.033455, 3,    13692.9,  116.9,     1.037
"26983112", 22.87, 1,    441.697,  116.9,  0.033452, 2,    441.697,  116.9,  0.033452, 3,    13692.7,  116.9,     1.037
"25984423", 22.87, 1,    443.126, -124.0,   0.03356, 2,    13734.3, -124.0,    1.0402, 3,    443.126, -124.0,   0.03356
"26981020", 22.87, 1,    443.124, -124.0,   0.03356, 2,    13734.3, -124.0,    1.0402, 3,    443.124, -124.0,   0.03356
"26981047", 22.87, 1,    441.693,  116.9,  0.033451, 2,    441.693,  116.9,  0.033451, 3,    13692.5,  116.9,     1.037
"26981044", 22.87, 1,     441.69,  116.9,  0.033451, 2,     441.69,  116.9,  0.033451, 3,    13692.5,  116.9,     1.037
"103060499", 22.87, 1,    13657.5,   -4.4,    1.0343, 2,    440.649,   -4.4,  0.033372, 3,    440.649,   -4.4,  0.033372
"103060502", 22.87, 1,    13657.4,   -4.4,    1.0343, 2,    440.645,   -4.4,  0.033372, 3,    440.645,   -4.4,  0.033372
"1713251", 22.87, 1,    441.794,  116.5,  0.033459, 2,    441.794,  116.5,  0.033459, 3,      13693,  116.5,     1.037
"26980991", 22.87, 1,    441.794,  116.5,  0.033459, 2,    441.794,  116.5,  0.033459, 3,      13693,  116.5,     1.037
"25929746", 22.87, 1,    440.026, -122.7,  0.033325, 2,    13640.9, -122.7,    1.0331, 3,    440.026, -122.7,  0.033325
"26983093", 22.87, 1,    440.025, -122.7,  0.033325, 2,    13640.8, -122.7,    1.0331, 3,    440.025, -122.7,  0.033325
"1715797", 22.87, 2,    13654.7, -123.4,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"26981014", 22.87, 1,    440.555, -123.4,  0.033365, 2,    13654.7, -123.4,    1.0341, 3,    440.555, -123.4,  0.033365
"103395044", 22.87, 1,    439.035, -125.1,   0.03325, 2,    13607.5, -125.1,    1.0306, 3,    439.035, -125.1,   0.03325
"26979391", 22.87, 1,    439.032, -125.1,   0.03325, 2,    13607.4, -125.1,    1.0306, 3,    439.032, -125.1,   0.03325
"25504842", 22.87, 1,      13677,   -3.0,    1.0358, 2,    13654.2, -123.4,    1.0341, 3,      13701,  116.9,    1.0376
"26981016", 22.87, 1,      13677,   -3.0,    1.0358, 2,    13654.1, -123.4,    1.0341, 3,    13700.9,  116.9,    1.0376
"1715623", 22.87, 1,    13679.4,   -3.4,     1.036, 2,    13662.7, -123.8,    1.0347, 3,    13712.6,  116.5,    1.0385
"26980939", 22.87, 1,          0,    0.0,         0, 2,    13662.7, -123.8,    1.0347, 3,          0,    0.0,         0
"25929742", 22.87, 1,    440.026, -122.7,  0.033325, 2,    13640.9, -122.7,    1.0331, 3,    440.026, -122.7,  0.033325
"26983091", 22.87, 1,    440.033, -122.6,  0.033326, 2,    13640.8, -122.7,    1.0331, 3,    440.033, -122.6,  0.033326
"103345728", 22.87, 1,    13413.2,   -5.5,    1.0158, 2,    432.765,   -5.5,  0.032775, 3,    432.765,   -5.5,  0.032775
"26976568", 22.87, 1,    13412.9,   -5.5,    1.0158, 2,    432.671,   -5.5,  0.032768, 3,    432.671,   -5.5,  0.032768
"103525992", 22.87, 1,    439.358, -125.0,  0.033275, 2,    13617.5, -125.1,    1.0313, 3,    439.358, -125.0,  0.033275
"103525987", 22.87, 1,    439.354, -125.0,  0.033274, 2,    13617.4, -125.1,    1.0313, 3,    439.354, -125.0,  0.033274
"103396274", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,      439.2,   -4.8,  0.033263, 3,      439.2,   -4.8,  0.033263
"26979392", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,    439.164,   -4.8,   0.03326, 3,    439.164,   -4.8,   0.03326
"103218189", 22.87, 1,    439.183, -125.1,  0.033261, 2,    13612.1, -125.1,    1.0309, 3,    439.183, -125.1,  0.033261
"103218190", 22.87, 1,    439.181, -125.1,  0.033261, 2,    13612.1, -125.1,    1.0309, 3,    439.181, -125.1,  0.033261
"26983113", 22.87, 1,    441.024,  117.8,  0.033401, 2,    441.024,  117.8,  0.033401, 3,    13670.4,  117.8,    1.0353
"26983115", 22.87, 1,    441.063,  117.8,  0.033404, 2,    441.063,  117.8,  0.033404, 3,    13670.4,  117.8,    1.0353
"26096018", 22.87, 1,    439.066, -125.1,  0.033252, 2,    13608.5, -125.1,    1.0306, 3,    439.066, -125.1,  0.033252
"26979386", 22.87, 1,    439.065, -125.1,  0.033252, 2,    13608.4, -125.1,    1.0306, 3,    439.065, -125.1,  0.033252
"26979374", 22.87, 1,    440.133,  115.6,  0.033333, 2,    440.133,  115.6,  0.033333, 3,    13644.2,  115.6,    1.0333
"26979378", 22.87, 1,    440.171,  115.6,  0.033336, 2,    440.171,  115.6,  0.033336, 3,      13644,  115.6,    1.0333
"103395429", 22.87, 1,    439.722, -125.1,  0.033302, 2,    13628.8, -125.2,    1.0322, 3,    439.722, -125.1,  0.033302
"103395453", 22.87, 1,    439.718, -125.1,  0.033302, 2,    13628.7, -125.2,    1.0322, 3,    439.718, -125.1,  0.033302
"103363736", 22.87, 1,    440.558, -125.1,  0.033366, 2,    13654.7, -125.2,    1.0341, 3,    440.558, -125.1,  0.033366
"103363737", 22.87, 1,    440.554, -125.1,  0.033365, 2,    13654.6, -125.2,    1.0341, 3,    440.554, -125.1,  0.033365
"26981039", 22.87, 1,    13627.9,   -4.1,    1.0321, 2,     439.61,   -4.1,  0.033294, 3,    439.651,   -4.1,  0.033297
"26981042", 22.87, 1,    13627.9,   -4.1,    1.0321, 2,    439.657,   -4.1,  0.033297, 3,    439.657,   -4.1,  0.033297
"1709300", 22.87, 1,      13435,   -5.4,    1.0175, 2,    433.469,   -5.4,  0.032829, 3,    433.469,   -5.4,  0.032829
"26976541", 22.87, 1,    13434.9,   -5.4,    1.0175, 2,    433.381,   -5.4,  0.032822, 3,    433.381,   -5.4,  0.032822
"26767616", 22.87, 1,    13675.5,   -3.0,    1.0357, 2,    13655.6, -123.4,    1.0342, 3,    13702.3,  116.9,    1.0377
"26981035", 22.87, 1,      13675,   -3.0,    1.0357, 2,    13655.1, -123.4,    1.0342, 3,    13701.8,  116.9,    1.0377
"26976559", 22.87, 1,    13403.9,   -5.5,    1.0151, 2,    432.382,   -5.5,  0.032746, 3,    432.382,   -5.5,  0.032746
"26976578", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.376,   -5.5,  0.032746, 3,    432.376,   -5.5,  0.032746
"103167333", 22.87, 1,    440.586, -123.9,  0.033368, 2,    13655.6, -123.9,    1.0342, 3,    440.586, -123.9,  0.033368
"26980943", 22.87, 1,    440.585, -123.9,  0.033368, 2,    13655.6, -123.9,    1.0342, 3,    440.585, -123.9,  0.033368
"103397280", 22.87, 1,    439.689, -123.9,    0.0333, 2,    13627.8, -123.9,    1.0321, 3,    439.689, -123.9,    0.0333
"26981025", 22.87, 1,    439.622, -123.9,  0.033295, 2,    13627.8, -123.9,    1.0321, 3,    439.622, -123.9,  0.033295
"26447765", 22.87, 1,    439.458, -125.1,  0.033282, 2,    13620.6, -125.1,    1.0316, 3,    439.458, -125.1,  0.033282
"26977936", 22.87, 1,    439.456, -125.1,  0.033282, 2,    13620.6, -125.1,    1.0316, 3,    439.456, -125.1,  0.033282
"1587278", 22.87, 1,    443.215, -124.1,  0.033567, 2,    13739.7, -124.1,    1.0406, 3,    443.215, -124.1,  0.033567
"26980994", 22.87, 1,          0,    0.0,         0, 2,    13739.8, -124.1,    1.0406, 3,          0,    0.0,         0
"25969006", 22.87, 1,    13435.9,   -5.4,    1.0176, 2,    433.498,   -5.4,  0.032831, 3,    433.498,   -5.4,  0.032831
"26976551", 22.87, 1,    13435.9,   -5.4,    1.0176, 2,    433.497,   -5.4,  0.032831, 3,    433.497,   -5.4,  0.032831
"26981015", 22.87, 1,      13677,   -3.0,    1.0358, 2,    13654.1, -123.4,    1.0341, 3,    13700.9,  116.9,    1.0376
"103462245", 22.87, 1,    13676.9,   -3.0,    1.0358, 2,    13654.1, -123.4,    1.0341, 3,    13700.9,  116.9,    1.0376
"25984597", 22.87, 1,    13660.7,   -3.9,    1.0346, 2,     440.71,   -3.9,  0.033377, 3,     440.71,   -3.9,  0.033377
"26981052", 22.87, 1,    13660.5,   -3.9,    1.0346, 2,    440.704,   -3.9,  0.033377, 3,    440.704,   -3.9,  0.033377
"26682154", 22.87, 1,    439.671, -123.9,  0.033298, 2,    13628.5, -123.9,    1.0322, 3,    439.671, -123.9,  0.033298
"26981033", 22.87, 1,    439.651, -123.9,  0.033297, 2,    13627.9, -123.9,    1.0321, 3,    439.651, -123.9,  0.033297
"26981007", 22.87, 1,     439.55, -123.9,  0.033289, 2,    13624.7, -124.0,    1.0319, 3,     439.55, -123.9,  0.033289
"26981005", 22.87, 1,    439.589, -123.9,  0.033292, 2,    13624.7, -124.0,    1.0319, 3,    439.589, -123.9,  0.033292
"103394979", 22.87, 1,    439.035, -125.1,   0.03325, 2,    13607.5, -125.1,    1.0306, 3,    439.035, -125.1,   0.03325
"103395043", 22.87, 1,    439.035, -125.1,   0.03325, 2,    13607.5, -125.1,    1.0306, 3,    439.035, -125.1,   0.03325
"25161532", 22.87, 1,    439.588, -123.9,  0.033292, 2,    13625.9, -124.0,     1.032, 3,    439.588, -123.9,  0.033292
"1715747", 22.87, 2,    13625.3, -124.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"1586083", 22.87, 1,    439.414, -125.1,  0.033279, 2,    13619.3, -125.1,    1.0315, 3,    439.414, -125.1,  0.033279
"26977926", 22.87, 1,    439.413, -125.1,  0.033279, 2,    13619.2, -125.1,    1.0314, 3,    439.413, -125.1,  0.033279
"25161087", 22.87, 1,    439.588, -123.9,  0.033292, 2,    13625.9, -124.0,     1.032, 3,    439.588, -123.9,  0.033292
"26981003", 22.87, 1,    439.584, -123.9,  0.033292, 2,    13625.8, -124.0,    1.0319, 3,    439.584, -123.9,  0.033292
"1586997", 22.87, 1,    13663.3,   -3.9,    1.0348, 2,    440.793,   -3.9,  0.033383, 3,    440.793,   -3.9,  0.033383
"26981036", 22.87, 1,    13663.2,   -3.9,    1.0348, 2,    440.831,   -3.9,  0.033386, 3,    440.831,   -3.9,  0.033386
"26980989", 22.87, 1,      13677,   -3.0,    1.0358, 2,    13654.2, -123.4,    1.0341, 3,      13701,  116.9,    1.0376
"26981019", 22.87, 1,      13677,   -3.0,    1.0358, 2,    13654.2, -123.4,    1.0341, 3,      13701,  116.9,    1.0376
"26979370", 22.87, 1,    440.182,  115.6,  0.033337, 2,    440.182,  115.6,  0.033337, 3,    13644.5,  115.6,    1.0334
"26979373", 22.87, 1,    440.226,  115.6,   0.03334, 2,    440.226,  115.6,   0.03334, 3,    13644.4,  115.6,    1.0334
"26977916", 22.87, 1,    439.936, -125.1,  0.033318, 2,    13638.1, -125.1,    1.0329, 3,    439.936, -125.1,  0.033318
"26977921", 22.87, 1,    440.019, -125.1,  0.033325, 2,      13638, -125.1,    1.0329, 3,    440.019, -125.1,  0.033325
"1715929", 22.87, 1,    13676.6,   -3.0,    1.0358, 2,      13657, -123.4,    1.0343, 3,    13704.2,  116.9,    1.0379
"26980987", 22.87, 1,    13676.5,   -3.0,    1.0358, 2,    13656.9, -123.4,    1.0343, 3,    13704.2,  116.9,    1.0379
"26979371", 22.87, 1,    440.182,  115.6,  0.033337, 2,    440.182,  115.6,  0.033337, 3,    13644.5,  115.6,    1.0334
"26979377", 22.87, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,    13644.5,  115.6,    1.0334
"26979396", 22.87, 1,    438.948, -125.1,  0.033244, 2,    13606.1, -125.1,    1.0305, 3,    438.948, -125.1,  0.033244
"26979398", 22.87, 1,    438.987, -125.1,  0.033247, 2,    13606.1, -125.1,    1.0304, 3,    438.987, -125.1,  0.033247
"26522265", 22.87, 1,    428.326,  175.2,  0.032439, 2,    13631.6, -125.1,    1.0324, 3,    13616.6,  115.3,    1.0312
"26977935", 22.87, 1,    439.808, -125.0,  0.033309, 2,    13631.5, -125.1,    1.0324, 3,    439.808, -125.0,  0.033309
"1599211", 22.87, 1,    441.782,  116.9,  0.033458, 2,    441.782,  116.9,  0.033458, 3,    13693.9,  116.9,    1.0371
"26983109", 22.87, 1,    441.745,  116.9,  0.033455, 2,    441.745,  116.9,  0.033455, 3,      13693,  116.9,     1.037
"103546985", 22.87, 1,    438.665,  115.3,  0.033222, 2,    438.665,  115.3,  0.033222, 3,    13596.1,  115.3,    1.0297
"103546986", 22.87, 1,    438.662,  115.3,  0.033222, 2,    438.662,  115.3,  0.033222, 3,      13596,  115.3,    1.0297
"26983099", 22.87, 1,    441.735,  116.9,  0.033455, 2,    441.735,  116.9,  0.033455, 3,    13693.9,  116.9,    1.0371
"26983101", 22.87, 1,     441.73,  116.9,  0.033454, 2,     441.73,  116.9,  0.033454, 3,    13693.7,  116.9,    1.0371
"103396270", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,      439.2,   -4.8,  0.033263, 3,      439.2,   -4.8,  0.033263
"103396272", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,      439.2,   -4.8,  0.033263, 3,      439.2,   -4.8,  0.033263
"1586949", 22.87, 1,    13660.5,   -3.9,    1.0346, 2,    440.745,   -3.9,   0.03338, 3,    440.745,   -3.9,   0.03338
"26981043", 22.87, 1,    13660.5,   -3.9,    1.0346, 2,    440.744,   -3.9,   0.03338, 3,    440.744,   -3.9,   0.03338
"103462240", 22.87, 1,    13676.9,   -3.0,    1.0358, 2,    13654.1, -123.4,    1.0341, 3,    13700.9,  116.9,    1.0376
"103462241", 22.87, 1,    13676.9,   -3.0,    1.0358, 2,    13654.1, -123.4,    1.0341, 3,    13700.9,  116.9,    1.0376
"103223129", 22.87, 1,    13674.1,   -3.0,    1.0356, 2,    13652.3, -123.3,     1.034, 3,    13696.9,  117.0,    1.0373
"103223125", 22.87, 1,    13673.8,   -3.0,    1.0356, 2,      13652, -123.3,    1.0339, 3,    13696.6,  117.0,    1.0373
"103634897", 22.87, 1,    438.473,  115.2,  0.033208, 2,    438.473,  115.2,  0.033208, 3,    13592.7,  115.2,    1.0294
"103634899", 22.87, 1,    438.555,  115.2,  0.033214, 2,    438.555,  115.2,  0.033214, 3,    13592.6,  115.2,    1.0294
"1586480", 22.87, 1,    13612.8,   -4.8,     1.031, 2,    13637.9, -125.0,    1.0329, 3,    13620.8,  115.4,    1.0316
"26977927", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,    439.115,   -4.8,  0.033256, 3,    439.115,   -4.8,  0.033256
"25562479", 22.87, 1,    13673.8,   -3.9,    1.0356, 2,    13743.5, -124.1,    1.0409, 3,    13692.6,  116.4,     1.037
"26981049", 22.87, 1,      13673,   -3.9,    1.0355, 2,    13742.8, -124.1,    1.0408, 3,    13691.9,  116.4,    1.0369
"26979388", 22.87, 1,      440.1,  115.6,  0.033331, 2,      440.1,  115.6,  0.033331, 3,    13643.2,  115.6,    1.0333
"26979389", 22.87, 1,    440.185,  115.6,  0.033337, 2,    440.185,  115.6,  0.033337, 3,    13643.2,  115.6,    1.0333
"1713565", 22.87, 2,    13625.1, -124.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"26981009", 22.87, 1,    439.553, -123.9,  0.033289, 2,    13624.8, -124.0,    1.0319, 3,    439.553, -123.9,  0.033289
"25948618", 22.87, 1,    13651.4,   -4.6,    1.0339, 2,    13679.4, -124.7,     1.036, 3,    13644.7,  115.6,    1.0334
"26979375", 22.87, 1,    440.133,  115.6,  0.033333, 2,    440.133,  115.6,  0.033333, 3,    13644.2,  115.6,    1.0333
"26977931", 22.87, 1,    439.404, -125.1,  0.033278, 2,    13620.2, -125.1,    1.0315, 3,    439.404, -125.1,  0.033278
"26977929", 22.87, 1,    439.443, -125.1,  0.033281, 2,    13620.2, -125.1,    1.0315, 3,    439.443, -125.1,  0.033281
"26977928", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,    439.115,   -4.8,  0.033256, 3,    439.115,   -4.8,  0.033256
"26979368", 22.87, 1,    13612.6,   -4.8,    1.0309, 2,    439.114,   -4.8,  0.033256, 3,    439.114,   -4.8,  0.033256
"26981008", 22.87, 1,    439.606, -123.9,  0.033293, 2,    13625.2, -124.0,    1.0319, 3,    439.606, -123.9,  0.033293
"26981010", 22.87, 1,    439.553, -123.9,  0.033289, 2,    13624.8, -124.0,    1.0319, 3,    439.553, -123.9,  0.033289
"26981006", 22.87, 1,     439.55, -123.9,  0.033289, 2,    13624.7, -124.0,    1.0319, 3,     439.55, -123.9,  0.033289
"103557767", 22.87, 1,    13675.7,   -2.8,    1.0357, 2,    13652.6, -123.2,     1.034, 3,    13696.5,  117.2,    1.0373
"103557765", 22.87, 1,    13675.6,   -2.8,    1.0357, 2,    13652.5, -123.2,     1.034, 3,    13696.4,  117.2,    1.0373
"103395457", 22.87, 1,    439.633, -125.2,  0.033295, 2,    13628.7, -125.2,    1.0322, 3,    439.633, -125.2,  0.033295
"26977924", 22.87, 1,    439.717, -125.1,  0.033302, 2,    13628.7, -125.2,    1.0322, 3,    439.717, -125.1,  0.033302
"103397276", 22.87, 1,    439.605, -123.9,  0.033293, 2,    13627.8, -123.9,    1.0321, 3,    439.605, -123.9,  0.033293
"103397277", 22.87, 1,    439.689, -123.9,    0.0333, 2,    13627.8, -123.9,    1.0321, 3,    439.689, -123.9,    0.0333
"26085029", 22.87, 1,    13676.7,   -2.9,    1.0358, 2,    13655.1, -123.3,    1.0342, 3,    13700.6,  117.0,    1.0376
"26981021", 22.87, 1,    13676.7,   -2.9,    1.0358, 2,      13655, -123.3,    1.0342, 3,    13700.6,  117.0,    1.0376
"26976576", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,    432.375,   -5.5,  0.032746, 3,    432.375,   -5.5,  0.032746
"26976556", 22.87, 1,    13403.7,   -5.5,    1.0151, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"26981013", 22.87, 1,    439.601, -123.9,  0.033293, 2,    13625.1, -124.0,    1.0319, 3,    439.601, -123.9,  0.033293
"26976545", 22.87, 1,    13424.8,   -5.5,    1.0167, 2,    433.057,   -5.5,  0.032797, 3,    433.057,   -5.5,  0.032797
"26976547", 22.87, 1,    13424.8,   -5.5,    1.0167, 2,    433.138,   -5.4,  0.032804, 3,    433.138,   -5.4,  0.032804
"26981024", 22.87, 1,    439.617, -123.9,  0.033294, 2,    13628.2, -123.9,    1.0321, 3,    439.617, -123.9,  0.033294
"26981026", 22.87, 1,    439.698, -123.8,    0.0333, 2,    13628.1, -123.9,    1.0321, 3,    439.698, -123.8,    0.0333
"26981000", 22.87, 1,    439.533, -124.0,  0.033288, 2,    13625.5, -124.0,    1.0319, 3,    439.575, -123.9,  0.033291
"26980997", 22.87, 1,    439.529, -124.0,  0.033288, 2,    13625.5, -124.0,    1.0319, 3,    439.529, -124.0,  0.033288
"1586318", 22.87, 1,    13404.1,   -5.5,    1.0152, 2,    432.389,   -5.5,  0.032747, 3,    432.389,   -5.5,  0.032747
"26976558", 22.87, 1,    13403.9,   -5.5,    1.0151, 2,    432.382,   -5.5,  0.032746, 3,    432.382,   -5.5,  0.032746
"26976549", 22.87, 1,    13412.2,   -5.5,    1.0158, 2,     432.65,   -5.5,  0.032767, 3,     432.65,   -5.5,  0.032767
"103120755", 22.87, 1,    13412.1,   -5.5,    1.0158, 2,    432.647,   -5.5,  0.032766, 3,    432.688,   -5.5,  0.032769
"1715809", 22.87, 1,    13677.1,   -3.0,    1.0358, 2,    13654.4, -123.4,    1.0341, 3,    13701.3,  116.9,    1.0377
"26981018", 22.87, 1,    13676.9,   -3.0,    1.0358, 2,    13654.2, -123.4,    1.0341, 3,    13701.1,  116.9,    1.0377
"26981038", 22.87, 1,      13628,   -4.1,    1.0321, 2,    439.656,   -4.1,  0.033297, 3,    439.656,   -4.1,  0.033297
"26981040", 22.87, 1,    13627.9,   -4.1,    1.0321, 2,     439.61,   -4.1,  0.033294, 3,    439.651,   -4.1,  0.033297
"103612991", 22.87, 1,    13673.8,   -3.0,    1.0356, 2,      13652, -123.3,    1.0339, 3,    13696.5,  117.0,    1.0373
"103613003", 22.87, 1,    13673.7,   -3.0,    1.0356, 2,    13651.9, -123.3,    1.0339, 3,    13696.4,  117.0,    1.0373
"1708706", 22.87, 1,      13446,   -5.4,    1.0183, 2,    433.822,   -5.3,  0.032855, 3,    433.822,   -5.3,  0.032855
"26976540", 22.87, 1,      13446,   -5.4,    1.0183, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"26981012", 22.87, 1,    443.207, -124.1,  0.033566, 2,    13739.5, -124.1,    1.0406, 3,    443.207, -124.1,  0.033566
"26980993", 22.87, 1,    443.256, -124.1,   0.03357, 2,    13739.4, -124.1,    1.0406, 3,    443.256, -124.1,   0.03357
"26126566", 22.87, 1,    438.558,  115.2,  0.033214, 2,    438.558,  115.2,  0.033214, 3,      13594,  115.2,    1.0295
"26979399", 22.87, 1,    438.596,  115.2,  0.033217, 2,    438.596,  115.2,  0.033217, 3,    13593.9,  115.2,    1.0295
"26530905", 22.87, 1,      13674,   -3.0,    1.0356, 2,    441.179,   -3.0,  0.033413, 3,    441.179,   -3.0,  0.033413
"26983073", 22.87, 1,    13673.9,   -3.0,    1.0356, 2,    441.178,   -3.0,  0.033412, 3,    441.178,   -3.0,  0.033412
"103615849", 22.87, 1,    13676.2,   -3.3,    1.0358, 2,      13663, -123.7,    1.0348, 3,    13712.4,  116.7,    1.0385
"103610793", 22.87, 1,    13673.8,   -3.3,    1.0356, 2,    13660.5, -123.7,    1.0346, 3,    13710.6,  116.7,    1.0384
"26045884", 22.87, 1,    13673.4,   -3.0,    1.0355, 2,    13651.5, -123.3,    1.0339, 3,    13695.9,  117.0,    1.0373
"26983067", 22.87, 1,    13673.3,   -3.0,    1.0355, 2,    13651.5, -123.3,    1.0339, 3,    13695.8,  117.0,    1.0372
"25719944", 22.87, 1,    439.447, -125.1,  0.033281, 2,    13620.3, -125.1,    1.0315, 3,    439.447, -125.1,  0.033281
"26977930", 22.87, 1,    439.404, -125.1,  0.033278, 2,    13620.2, -125.1,    1.0315, 3,    439.404, -125.1,  0.033278
"25794277", 22.87, 1,    13680.4,   -3.5,    1.0361, 2,    13663.4, -123.8,    1.0348, 3,    13712.8,  116.4,    1.0385
"26980958", 22.87, 1,    13680.3,   -3.5,    1.0361, 2,    13663.5, -123.8,    1.0348, 3,    13712.8,  116.4,    1.0385
"103345726", 22.87, 1,    13413.9,   -5.5,    1.0159, 2,    432.789,   -5.5,  0.032777, 3,    432.789,   -5.5,  0.032777
"26976577", 22.87, 1,    13413.9,   -5.5,    1.0159, 2,    432.788,   -5.5,  0.032777, 3,    432.788,   -5.5,  0.032777
"1710985", 22.87, 1,     440.03, -125.1,  0.033326, 2,    13638.4, -125.1,    1.0329, 3,     440.03, -125.1,  0.033326
"26977915", 22.87, 1,    439.936, -125.1,  0.033318, 2,    13638.1, -125.1,    1.0329, 3,    439.936, -125.1,  0.033318
"1599210", 22.87, 1,    441.782,  116.9,  0.033458, 2,    441.782,  116.9,  0.033458, 3,    13693.9,  116.9,    1.0371
"26983098", 22.87, 1,    441.735,  116.9,  0.033455, 2,    441.735,  116.9,  0.033455, 3,    13693.9,  116.9,    1.0371
"25550125", 22.87, 1,    439.213, -125.1,  0.033264, 2,    13613.1, -125.1,     1.031, 3,    439.213, -125.1,  0.033264
"26977933", 22.87, 1,    439.121, -125.1,  0.033257, 2,    13612.8, -125.1,     1.031, 3,    439.121, -125.1,  0.033257
"26915029", 22.87, 1,    439.984, -125.1,  0.033322, 2,      13637, -125.1,    1.0328, 3,    439.984, -125.1,  0.033322
